Template,In layout,Enabled,Loc. X,Loc. Y,Loc. Z,X focus,Y focus,Cant vect.,Cant vect.,Cant vect.,Aim pt. X,Aim pt. Y,Aim pt. Z,
,,,[m],[m],[m],[m],[m],<i>,<j>,<k>,[m],[m],[m],
2,1,1,13.192816,-348.781107,0.000000,NULL,NULL,NULL,NULL,NULL,0.132295,-3.497499,80.000000
2,1,1,22.519235,-348.303309,0.000000,NULL,NULL,NULL,NULL,NULL,0.225818,-3.492708,80.000000
2,1,1,-3.856951,-349.009219,0.000000,NULL,NULL,NULL,NULL,NULL,-0.038677,-3.499786,80.000000
2,1,1,-13.192816,-348.781107,0.000000,NULL,NULL,NULL,NULL,NULL,-0.132295,-3.497499,80.000000
2,1,1,31.829534,-347.576167,0.000000,NULL,NULL,NULL,NULL,NULL,0.319179,-3.485416,80.000000
2,1,1,-22.519235,-348.303309,0.000000,NULL,NULL,NULL,NULL,NULL,-0.225818,-3.492708,80.000000
2,1,1,-31.829534,-347.576167,0.000000,NULL,NULL,NULL,NULL,NULL,-0.319179,-3.485416,80.000000
2,1,1,41.117046,-346.600201,0.000000,NULL,NULL,NULL,NULL,NULL,0.412313,-3.475629,80.000000
2,1,1,-41.117046,-346.600201,0.000000,NULL,NULL,NULL,NULL,NULL,-0.412313,-3.475629,80.000000
2,1,1,50.375124,-345.376111,0.000000,NULL,NULL,NULL,NULL,NULL,0.505150,-3.463354,80.000000
2,1,1,-50.375124,-345.376111,0.000000,NULL,NULL,NULL,NULL,NULL,-0.505150,-3.463354,80.000000
2,1,1,68.776489,-342.187238,0.000000,NULL,NULL,NULL,NULL,NULL,0.689675,-3.431377,80.000000
2,1,1,59.597139,-343.904772,0.000000,NULL,NULL,NULL,NULL,NULL,0.597627,-3.448600,80.000000
2,1,1,-59.597139,-343.904772,0.000000,NULL,NULL,NULL,NULL,NULL,-0.597627,-3.448600,80.000000
2,1,1,-68.776489,-342.187238,0.000000,NULL,NULL,NULL,NULL,NULL,-0.689675,-3.431377,80.000000
2,1,1,77.906603,-340.224738,0.000000,NULL,NULL,NULL,NULL,NULL,0.781230,-3.411697,80.000000
2,1,1,8.400669,-343.811489,0.000000,NULL,NULL,NULL,NULL,NULL,0.085493,-3.498956,80.000000
2,1,1,-77.906603,-340.224738,0.000000,NULL,NULL,NULL,NULL,NULL,-0.781230,-3.411697,80.000000
2,1,1,17.595849,-343.463677,0.000000,NULL,NULL,NULL,NULL,NULL,0.179072,-3.495416,80.000000
2,1,1,86.980946,-338.018677,0.000000,NULL,NULL,NULL,NULL,NULL,0.872225,-3.389576,80.000000
2,1,1,-8.400669,-343.811489,0.000000,NULL,NULL,NULL,NULL,NULL,-0.085493,-3.498956,80.000000
2,1,1,26.778433,-342.869985,0.000000,NULL,NULL,NULL,NULL,NULL,0.272523,-3.489374,80.000000
2,1,1,-17.595849,-343.463677,0.000000,NULL,NULL,NULL,NULL,NULL,-0.179072,-3.495416,80.000000
2,1,1,-26.778433,-342.869985,0.000000,NULL,NULL,NULL,NULL,NULL,-0.272523,-3.489374,80.000000
2,1,1,35.941846,-342.030839,0.000000,NULL,NULL,NULL,NULL,NULL,0.365779,-3.480834,80.000000
2,1,1,-86.980946,-338.018677,0.000000,NULL,NULL,NULL,NULL,NULL,-0.872225,-3.389576,80.000000
2,1,1,-35.941846,-342.030839,0.000000,NULL,NULL,NULL,NULL,NULL,-0.365779,-3.480834,80.000000
2,1,1,45.079529,-340.946840,0.000000,NULL,NULL,NULL,NULL,NULL,0.458773,-3.469802,80.000000
2,1,1,95.993020,-335.570635,0.000000,NULL,NULL,NULL,NULL,NULL,0.962597,-3.365027,80.000000
2,1,1,-45.079529,-340.946840,0.000000,NULL,NULL,NULL,NULL,NULL,-0.458773,-3.469802,80.000000
2,1,1,54.184941,-339.618762,0.000000,NULL,NULL,NULL,NULL,NULL,0.551438,-3.456286,80.000000
2,1,1,-95.993020,-335.570635,0.000000,NULL,NULL,NULL,NULL,NULL,-0.962597,-3.365027,80.000000
2,1,1,-54.184941,-339.618762,0.000000,NULL,NULL,NULL,NULL,NULL,-0.551438,-3.456286,80.000000
2,1,1,72.272903,-336.234351,0.000000,NULL,NULL,NULL,NULL,NULL,0.735518,-3.421843,80.000000
